timestamp,pump_id,vibration,temperature,pressure,rpm,flow_rate
2026-08-20 09:20:00,Pump P-101,2.37,58.39,6.23,2947.5,114.45
2026-08-20 09:25:00,Pump P-101,2.14,57.64,6.19,2951.0,115.70
2026-08-20 09:30:00,Pump P-101,2.26,58.07,6.25,2949.5,115.00
2026-08-20 09:35:00,Pump P-101,2.31,58.24,6.17,2952.7,116.15
2026-08-20 09:40:00,Pump P-101,2.16,57.71,6.22,2948.3,114.65
2026-08-20 09:45:00,Pump P-101,2.33,58.28,6.20,2950.7,115.40
2026-08-20 09:50:00,Pump P-101,2.22,57.98,6.24,2951.6,114.90
2026-08-20 09:55:00,Pump P-101,2.12,57.59,6.18,2949.0,115.80
2026-08-20 10:00:00,Pump P-101,2.28,58.15,6.21,2953.3,115.25
2026-08-20 10:05:00,Pump P-101,2.36,58.37,6.23,2947.7,114.70
2026-08-20 10:10:00,Pump P-101,2.15,57.67,6.19,2951.3,115.60
2026-08-20 10:15:00,Pump P-101,2.30,58.22,6.25,2949.7,115.05
2026-08-20 10:20:00,Pump P-101,2.24,57.92,6.17,2952.2,116.25
2026-08-20 10:25:00,Pump P-101,2.11,57.56,6.22,2948.8,114.55
2026-08-20 10:30:00,Pump P-101,2.27,58.10,6.20,2950.4,115.35
2026-08-20 10:35:00,Pump P-101,2.34,58.31,6.24,2951.8,114.85
2026-08-20 10:40:00,Pump P-101,2.17,57.73,6.18,2949.4,115.75
2026-08-20 10:45:00,Pump P-101,2.32,58.27,6.21,2953.0,115.15
2026-08-20 10:50:00,Pump P-101,2.21,57.86,6.23,2948.2,114.60
2026-08-20 10:55:00,Pump P-101,2.13,57.61,6.19,2951.5,115.90
2026-08-20 11:00:00,Pump P-101,2.29,58.17,6.25,2950.1,115.30
2026-08-20 11:05:00,Pump P-101,2.38,58.41,6.17,2952.6,114.40
2026-08-20 11:10:00,Pump P-101,2.16,57.69,6.22,2947.9,115.65
2026-08-20 11:15:00,Pump P-101,2.26,58.08,6.20,2950.8,115.00
2026-08-20 11:20:00,Pump P-101,2.33,58.29,6.24,2951.9,116.10
2026-08-20 11:25:00,Pump P-101,2.12,57.57,6.18,2949.2,114.75
2026-08-20 11:30:00,Pump P-101,2.28,58.13,6.21,2953.5,115.45
2026-08-20 11:35:00,Pump P-101,2.35,58.34,6.23,2948.5,114.95
2026-08-20 11:40:00,Pump P-101,2.19,57.84,6.19,2951.1,115.80
2026-08-20 11:45:00,Pump P-101,2.31,58.25,6.25,2949.8,115.20
2026-08-20 11:50:00,Pump P-101,2.23,57.97,6.17,2952.4,114.50
2026-08-20 11:55:00,Pump P-101,2.10,57.53,6.22,2948.0,115.60
2026-08-20 12:00:00,Pump P-101,2.27,58.12,6.20,2950.5,115.10
2026-08-20 12:05:00,Pump P-101,2.37,58.40,6.24,2951.7,116.30
2026-08-20 12:10:00,Pump P-101,2.14,57.65,6.18,2949.0,114.65
2026-08-20 12:15:00,Pump P-101,2.30,58.20,6.21,2953.2,115.55
2026-08-20 12:20:00,Pump P-101,2.22,57.90,6.23,2948.7,114.85
2026-08-20 12:25:00,Pump P-101,2.15,57.70,6.19,2951.4,115.70
2026-08-20 12:30:00,Pump P-101,2.34,58.32,6.25,2950.0,115.05
2026-08-20 12:35:00,Pump P-101,2.25,58.04,6.17,2952.8,116.15
2026-08-20 12:40:00,Pump P-101,2.11,57.58,6.22,2947.8,114.40
2026-08-20 12:45:00,Pump P-101,2.28,58.16,6.20,2950.9,115.50
2026-08-20 12:50:00,Pump P-101,2.36,58.38,6.24,2952.1,114.95
2026-08-20 12:55:00,Pump P-101,2.18,57.76,6.18,2949.3,115.85
2026-08-20 13:00:00,Pump P-101,2.32,58.26,6.21,2953.4,115.25
2026-08-20 13:05:00,Pump P-101,2.20,57.85,6.23,2948.4,114.70
2026-08-20 13:10:00,Pump P-101,2.13,57.62,6.19,2951.6,115.60
2026-08-20 13:15:00,Pump P-101,2.29,58.19,6.25,2950.2,115.10
2026-08-20 13:20:00,Pump P-101,2.38,58.43,6.17,2952.5,116.20
2026-08-20 13:25:00,Pump P-101,2.16,57.68,6.22,2947.9,114.55
2026-08-20 13:30:00,Pump P-101,2.27,58.11,6.20,2950.7,115.45
2026-08-20 13:35:00,Pump P-101,2.35,58.35,6.24,2951.8,114.90
2026-08-20 13:40:00,Pump P-101,2.17,57.74,6.18,2949.5,115.75
2026-08-20 13:45:00,Pump P-101,2.31,58.24,6.21,2953.1,115.30
2026-08-20 13:50:00,Pump P-101,2.24,57.96,6.23,2948.6,114.65
2026-08-20 13:55:00,Pump P-101,2.12,57.55,6.19,2951.2,115.95
2026-08-20 14:00:00,Pump P-101,2.28,58.14,6.25,2950.3,115.15
2026-08-20 14:05:00,Pump P-101,2.37,58.39,6.17,2952.7,116.05
2026-08-20 14:10:00,Pump P-101,2.14,57.66,6.22,2948.1,114.45
2026-08-20 14:15:00,Pump P-101,2.30,58.21,6.20,2951.0,115.55
2026-08-20 14:20:00,Pump P-101,2.21,57.88,6.24,2952.2,114.80
2026-08-20 14:25:00,Pump P-101,2.15,57.72,6.18,2949.1,115.65
2026-08-20 14:30:00,Pump P-101,2.33,58.30,6.21,2953.3,115.20
2026-08-20 14:35:00,Pump P-101,2.26,58.06,6.23,2948.8,114.75
2026-08-20 14:40:00,Pump P-101,2.11,57.59,6.19,2951.4,115.85
2026-08-20 14:45:00,Pump P-101,2.27,58.17,6.25,2950.1,115.05
2026-08-20 14:50:00,Pump P-101,2.39,58.44,6.17,2952.9,116.35
2026-08-20 14:55:00,Pump P-101,2.18,57.78,6.22,2947.7,114.60
2026-08-20 15:00:00,Pump P-101,2.32,58.25,6.20,2950.6,115.40
2026-08-20 15:05:00,Pump P-101,2.20,57.91,6.24,2951.8,114.95
2026-08-20 15:10:00,Pump P-101,2.13,57.63,6.18,2949.4,115.70
2026-08-20 15:15:00,Pump P-101,2.29,58.18,6.21,2953.0,115.30
2026-08-20 15:20:00,Pump P-101,2.36,58.36,6.23,2948.3,114.50
2026-08-20 15:25:00,Pump P-101,2.16,57.67,6.19,2951.5,115.90
2026-08-20 15:30:00,Pump P-101,2.28,58.12,6.25,2949.9,115.15
2026-08-20 15:35:00,Pump P-101,2.34,58.33,6.17,2952.4,116.10
2026-08-20 15:40:00,Pump P-101,2.12,57.56,6.22,2948.0,114.70
2026-08-20 15:45:00,Pump P-101,2.27,58.10,6.20,2950.8,115.50
2026-08-20 15:50:00,Pump P-101,2.35,58.37,6.24,2951.7,114.85
2026-08-20 15:55:00,Pump P-101,2.19,57.81,6.18,2949.2,115.80
2026-08-20 16:00:00,Pump P-101,2.31,58.23,6.21,2953.2,115.25
2026-08-20 16:05:00,Pump P-101,2.22,57.94,6.23,2948.7,114.65
2026-08-20 16:10:00,Pump P-101,2.14,57.60,6.19,2951.1,115.60
2026-08-20 16:15:00,Pump P-101,2.30,58.20,6.25,2950.3,115.00
2026-08-20 16:20:00,Pump P-101,2.38,58.42,6.17,2952.8,116.20
2026-08-20 16:25:00,Pump P-101,2.15,57.69,6.22,2947.6,114.40
2026-08-20 16:30:00,Pump P-101,2.26,58.09,6.20,2950.5,115.45
2026-08-20 16:35:00,Pump P-101,2.33,58.31,6.24,2951.9,114.90
2026-08-20 16:40:00,Pump P-101,2.17,57.75,6.18,2949.4,115.75
2026-08-20 16:45:00,Pump P-101,2.32,58.27,6.21,2953.1,115.10
2026-08-20 16:50:00,Pump P-101,2.23,57.87,6.23,2948.5,114.80
2026-08-20 16:55:00,Pump P-101,2.11,57.54,6.19,2951.3,115.90
2026-08-20 17:00:00,Pump P-101,2.29,58.15,6.25,2950.0,115.35
2026-08-20 17:05:00,Pump P-101,2.37,58.40,6.17,2952.5,116.05
2026-08-20 17:10:00,Pump P-101,2.16,57.66,6.22,2948.1,114.50
2026-08-20 17:15:00,Pump P-101,2.28,58.12,6.20,2950.9,115.65
2026-08-20 17:20:00,Pump P-101,2.34,58.32,6.24,2951.6,114.95
2026-08-20 17:25:00,Pump P-101,2.18,57.77,6.18,2949.0,115.80
2026-08-20 17:30:00,Pump P-101,2.30,58.22,6.21,2953.3,115.20
2026-08-20 17:35:00,Pump P-101,2.21,57.90,6.23,2948.9,114.60
2026-08-20 17:40:00,Pump P-101,2.13,57.58,6.19,2951.7,115.70
2026-08-20 17:45:00,Pump P-101,2.27,58.14,6.25,2950.2,115.05
2026-08-20 17:50:00,Pump P-101,2.39,58.45,6.17,2952.8,116.25
2026-08-20 17:55:00,Pump P-101,2.14,57.64,6.22,2947.5,114.35
2026-08-20 18:00:00,Pump P-101,2.31,58.24,6.20,2950.7,115.55
2026-08-20 18:05:00,Pump P-101,2.25,58.03,6.24,2951.9,114.85
2026-08-20 18:10:00,Pump P-101,2.12,57.57,6.18,2949.3,115.95
2026-08-20 18:15:00,Pump P-101,2.28,58.16,6.21,2953.0,115.15
2026-08-20 18:20:00,Pump P-101,2.36,58.38,6.23,2948.4,114.70
2026-08-20 18:25:00,Pump P-101,2.17,57.71,6.19,2951.2,115.65
2026-08-20 18:30:00,Pump P-101,2.30,58.21,6.25,2949.8,115.00
2026-08-20 18:35:00,Pump P-101,2.22,57.92,6.17,2952.3,116.10
2026-08-20 18:40:00,Pump P-101,2.10,57.52,6.22,2948.2,114.55
2026-08-20 18:45:00,Pump P-101,2.29,58.18,6.20,2950.4,115.40
2026-08-20 18:50:00,Pump P-101,2.35,58.35,6.24,2951.8,114.90
2026-08-20 18:55:00,Pump P-101,2.19,57.82,6.18,2949.5,115.75
2026-08-20 19:00:00,Pump P-101,2.33,58.29,6.21,2953.2,115.20
2026-08-20 19:05:00,Pump P-101,2.20,57.86,6.23,2948.6,114.65
2026-08-20 19:10:00,Pump P-101,2.15,57.68,6.19,2951.5,115.85
2026-08-20 19:15:00,Pump P-101,2.27,58.11,6.25,2950.1,115.10
2026-08-20 19:20:00,Pump P-101,2.38,58.41,6.17,2952.7,116.30
2026-08-20 19:25:00,Pump P-101,2.16,57.65,6.22,2947.8,114.45
2026-08-20 19:30:00,Pump P-101,2.31,58.23,6.20,2950.6,115.50
2026-08-20 19:35:00,Pump P-101,2.24,57.99,6.24,2952.0,114.80
2026-08-20 19:40:00,Pump P-101,2.12,57.58,6.18,2949.1,115.90
2026-08-20 19:45:00,Pump P-101,2.28,58.15,6.21,2953.4,115.25
2026-08-20 19:50:00,Pump P-101,2.36,58.37,6.23,2948.3,114.70
2026-08-20 19:55:00,Pump P-101,2.18,57.74,6.19,2951.0,115.60
2026-08-20 20:00:00,Pump P-101,2.30,58.20,6.25,2949.7,115.05
2026-08-20 20:05:00,Pump P-101,2.23,57.91,6.17,2952.2,116.15
2026-08-20 20:10:00,Pump P-101,2.11,57.55,6.22,2948.0,114.50
2026-08-20 20:15:00,Pump P-101,2.29,58.17,6.20,2950.8,115.45
2026-08-20 20:20:00,Pump P-101,2.37,58.40,6.24,2951.6,114.95
2026-08-20 20:25:00,Pump P-101,2.14,57.63,6.18,2949.2,115.75
2026-08-20 20:30:00,Pump P-101,2.32,58.26,6.21,2953.1,115.30
2026-08-20 20:35:00,Pump P-101,2.21,57.85,6.23,2948.7,114.65
2026-08-20 20:40:00,Pump P-101,2.13,57.59,6.19,2951.4,115.85
2026-08-20 20:45:00,Pump P-101,2.27,58.13,6.25,2950.3,115.15
2026-08-20 20:50:00,Pump P-101,2.35,58.34,6.17,2952.6,116.05
2026-08-20 20:55:00,Pump P-101,2.17,57.70,6.22,2947.9,114.40
2026-08-20 21:00:00,Pump P-101,2.31,58.22,6.20,2950.5,115.55
2026-08-20 21:05:00,Pump P-101,2.26,58.05,6.24,2951.8,114.80
2026-08-20 21:10:00,Pump P-101,2.10,57.51,6.18,2949.0,115.90
2026-08-20 21:15:00,Pump P-101,2.28,58.16,6.21,2953.5,115.20
2026-08-20 21:20:00,Pump P-101,2.39,58.46,6.23,2948.4,114.75
2026-08-20 21:25:00,Pump P-101,2.15,57.67,6.19,2951.1,115.65
2026-08-20 21:30:00,Pump P-101,2.30,58.20,6.25,2949.6,115.00
2026-08-20 21:35:00,Pump P-101,2.22,57.88,6.17,2952.4,116.20
2026-08-20 21:40:00,Pump P-101,2.12,57.56,6.22,2948.1,114.60
2026-08-20 21:45:00,Pump P-101,2.29,58.19,6.20,2950.7,115.40
2026-08-20 21:50:00,Pump P-101,2.34,58.32,6.24,2952.1,114.90
2026-08-20 21:55:00,Pump P-101,2.18,57.76,6.18,2949.3,115.80
2026-08-20 22:00:00,Pump P-101,2.33,58.28,6.21,2953.0,115.25
2026-08-20 22:05:00,Pump P-101,2.20,57.84,6.23,2948.8,114.55
2026-08-20 22:10:00,Pump P-101,2.14,57.61,6.19,2951.6,115.70
2026-08-20 22:15:00,Pump P-101,2.27,58.10,6.25,2950.2,115.10
2026-08-20 22:20:00,Pump P-101,2.38,58.42,6.17,2952.7,116.15
2026-08-20 22:25:00,Pump P-101,2.16,57.68,6.22,2947.7,114.45
2026-08-20 22:30:00,Pump P-101,2.31,58.24,6.20,2950.9,115.50
2026-08-20 22:35:00,Pump P-101,2.45,58.85,6.15,2951.5,114.20
2026-08-20 22:40:00,Pump P-101,2.62,59.40,6.08,2948.8,113.10
2026-08-20 22:45:00,Pump P-101,2.80,60.10,6.01,2950.4,111.80
2026-08-20 22:50:00,Pump P-101,2.98,61.05,5.92,2949.1,110.40
2026-08-20 22:55:00,Pump P-101,3.22,62.15,5.84,2951.2,108.90
2026-08-20 23:00:00,Pump P-101,3.45,63.40,5.75,2947.5,107.20
2026-08-20 23:05:00,Pump P-101,3.72,64.80,5.65,2950.1,105.40
2026-08-20 23:10:00,Pump P-101,4.01,66.30,5.54,2948.6,103.50
2026-08-20 23:15:00,Pump P-101,4.32,67.90,5.42,2952.0,101.30
2026-08-20 23:20:00,Pump P-101,4.68,69.60,5.30,2946.9,99.10
2026-08-20 23:25:00,Pump P-101,5.05,71.40,5.18,2949.5,96.80
2026-08-20 23:30:00,Pump P-101,5.45,73.30,5.04,2951.0,94.20
2026-08-20 23:35:00,Pump P-101,5.88,75.30,4.90,2947.2,91.50
2026-08-20 23:40:00,Pump P-101,6.32,77.40,4.74,2950.8,88.60
2026-08-20 23:45:00,Pump P-101,6.78,79.60,4.58,2948.0,85.50
2026-08-20 23:50:00,Pump P-101,7.25,81.90,4.40,2952.4,82.20
2026-08-20 23:55:00,Pump P-101,7.74,84.30,4.22,2946.5,78.80
2026-08-21 00:00:00,Pump P-101,8.25,86.80,4.02,2949.0,75.10
2026-08-21 00:05:00,Pump P-101,8.78,89.40,3.82,2950.7,71.30
2026-08-21 00:10:00,Pump P-101,9.32,92.10,3.60,2947.8,67.20
